"Keyword Version: 8.5","Revision: 2017-09-22 12:50:06","Timestamp: 2017-11-06 12:37:24","Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse","The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native"
Category,Topic,Term,Variable_Level_1,Variable_Level_2,Variable_Level_3,Detailed_Variable,UUID
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","EAST CENTRAL TROPICAL PACIFIC SST","NINO 3.4 INDEX","","a084d58c-c4f6-40fa-a645-96d9bef021aa"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","EAST CENTRAL TROPICAL PACIFIC SST","","","01b96758-13f3-4cea-8447-decae36b1bde"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","EXTREME EASTERN TROPICAL PACIFIC SST","NINO 1+2 INDEX","","1c2e9a42-39d1-4b38-b752-3982f2a36ef4"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","EXTREME EASTERN TROPICAL PACIFIC SST","","","4b862c68-9cd9-4fee-942a-7cec0e6b05c2"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","KAPLAN SST INDEX","","","9c98dcbd-1dc8-4e0a-8ad1-0d11e88360eb"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","NINO 3 INDEX","","","c58dc7fb-65d5-4309-8abe-160e8e845382"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","NORTH TROPICAL ATLANTIC INDEX","NTA","","85586d78-1819-4ba7-ab5f-9f684640d730"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","NORTH TROPICAL ATLANTIC INDEX","","","d52674c3-0c78-4f35-9675-c2a8b3869b16"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","OCEANIC NINO INDEX","ONI","","fbae11f2-f8db-44b8-bcb6-55471dca13a2"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","OCEANIC NINO INDEX","","","70ed535b-a591-411d-80ca-9eafe10b3be8"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","PACIFIC WARM POOL","","","db1000b8-3b19-46fa-9d79-379379d654ac"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TRANS-NINO INDEX","TNI","","aaa9c9eb-9d46-4015-a735-8938e0ed4506"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TRANS-NINO INDEX","","","58d71334-7fb5-4e05-85fd-9d2485854abe"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TROPICAL NORTH ATLANTIC INDEX","TNA","","88841897-1e84-4df0-a677-2da7adc3ce37"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TROPICAL NORTH ATLANTIC INDEX","","","2cde80e8-3eb1-40e7-9305-e765dc8df5e2"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TROPICAL PACIFIC SST EOF","","","ed2f3a3f-c841-41cf-9394-3a3254d13fc2"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TROPICAL SOUTH ATLANTIC INDEX","TSA","","b625d811-6c7e-4204-abc8-2c72d07aba02"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","TROPICAL SOUTH ATLANTIC INDEX","","","887e3bcc-ffd4-4f10-a91c-849783aac709"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","WESTERN HEMISPHERE WARM POOL","WHWP","","1bbb19ba-49b7-47c2-b8c8-fa61bb615fb3"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","WESTERN HEMISPHERE WARM POOL","","","309d2897-c74b-4de6-96fc-751a6935d549"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SEA SURFACE TEMPERATURE INDICES","","","","b83895e9-bac8-49fe-bcf5-8fe4d8fcaa16"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","SURFACE SALINITY","","","","1d8525f0-0cfc-4d59-8677-da5c8038deb7"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ANTARCTIC OSCILLATION","AAO","","690be4e9-c48c-4442-8b86-3d0a51abb0c1"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ANTARCTIC OSCILLATION","","","511e6c26-8806-4d88-9763-a136a6957042"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ARCTIC OSCILLATION","AO","","a135fceb-cf13-4186-9ad3-8d5db82312c9"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ARCTIC OSCILLATION","","","98e5a7e4-b946-474a-8214-c1b7b3e5f976"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ATLANTIC MERIDIONAL MODE","AMM","","ddcc55bd-2047-4aa2-996c-409f940fbba9"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ATLANTIC MERIDIONAL MODE","","","f141c968-94d4-4c42-8877-bbe34bb84b26"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ATLANTIC MULTIDECADAL OSCILLATION LONG VERSION","AMO","","cc579f1f-6a72-425b-84c3-aa8070d4a0ec"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","ATLANTIC MULTIDECADAL OSCILLATION LONG VERSION","","","dcdb6cf1-48a7-488e-aeb8-e6c0b36752d4"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","BIVARIATE ENSO TIMESERIES INDEX","BEST","","94ecf3ab-aa20-4756-8e3b-629795b3d5b5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","BIVARIATE ENSO TIMESERIES INDEX","","","a69f9faf-f730-4eba-9e38-0f72b0544bbe"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","BLOCKING INDEX","","","2aeb8e10-b7f8-429e-b9f6-968ece330741"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EAST ATLANTIC JET PATTERN","EA-JET","","45dd0a01-d428-4407-ba18-c074d3172b41"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EAST ATLANTIC JET PATTERN","","","47fb8f57-2ddd-4289-b8a5-af7ffa0ee031"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EAST ATLANTIC PATTERN","EATL","","739f9b7e-3ca7-4f0b-8ce2-68753fc0a6d9"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EAST ATLANTIC PATTERN","","","64d4ff80-59bb-4565-8759-e5223939abfd"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EASTERN ATLANTIC WESTERN RUSSIA PATTERN","EATL/WRUS","","bae01a02-ff03-4ad8-9080-3a4f89fa0dc6"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EASTERN ATLANTIC WESTERN RUSSIA PATTERN","","","c58e035f-87c6-4aa5-8729-5a9c6270e73b"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EASTERN PACIFIC OSCILLATION","EP/NP","","334d9428-a178-4a5e-b758-a3675a122bef"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EASTERN PACIFIC OSCILLATION","","","0384fecd-9303-47f3-84e3-f01f58013fc3"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EL NINO SOUTHERN OSCILLATION (ENSO)","ENSO","","54330626-f9b4-4c34-949a-9be427fdf51b"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EL NINO SOUTHERN OSCILLATION (ENSO)","","","095a05c0-6220-4abd-9c1b-c4504a092d7d"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EQUATORIAL PACIFIC MERIDIONAL WIND ANOMALY INDEX","","","21389c4a-0d32-484a-95b9-db319a18f6ca"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","EQUATORIAL PACIFIC ZONAL WIND ANOMALY INDEX","","","57a381ef-56f6-48af-8974-822f5859979d"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","GLOBALLY INTEGRATED ANGULAR MOMENTUM","","","523c148f-bb4f-47d0-b176-0949ed59288a"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","MADDEN-JULIAN OSCILLATION","MJO","","2953da71-fe1d-4506-9bd6-445b92e2b443"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","MADDEN-JULIAN OSCILLATION","","","25d4368e-3b66-40d5-bac1-2343b127fa32"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","MULTIVARIATE ENSO INDEX","MEI","","087bffd1-f4f5-49ef-98d8-8e7d1169bfe8"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","MULTIVARIATE ENSO INDEX","","","caddaef6-1a60-490a-938e-9107885f286f"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTH ATLANTIC OSCILLATION","NAO","","19631138-70c8-4922-8052-821ec5ce093b"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTH ATLANTIC OSCILLATION","","","c5e1c055-768e-4aa3-a0a1-3adfda8ecdca"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTH PACIFIC OSCILLATION","NPO","","b362dfd4-3901-4db9-9e39-bb29b6dad621"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTH PACIFIC OSCILLATION","","","2295728d-0ee0-4c6f-9bb4-261b4b22322e"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTH PACIFIC PATTERN","NP","","34b92cc2-7708-4e44-8c3f-4c23f62be944"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTH PACIFIC PATTERN","","","c6abcc08-7d59-4852-8c1a-82f464900333"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTHERN OSCILLATION INDEX","NOI","","9a43235b-a7b7-4c76-b296-c01799b1f278"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","NORTHERN OSCILLATION INDEX","","","77b2422e-ce52-465f-8841-5d04ebe536dc"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","PACIFIC DECADAL OSCILLATION","PDO","","8a31313b-e60e-47e8-b7bd-df0503e7c868"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","PACIFIC DECADAL OSCILLATION","","","2de06b90-4abe-4c71-a537-978679bf8aea"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","PACIFIC/NORTH AMERICAN (PNA) PATTERN","PNA","","ebddda06-097f-4454-9751-bb27c41aca37"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","PACIFIC/NORTH AMERICAN (PNA) PATTERN","","","0e53e397-7836-45ec-bc62-0d54f9f176e5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","Pacific Transition Index","PT","","15f42cd5-9822-4769-be88-3efe64205ce0"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","Pacific Transition Index","","","233903dd-daec-474f-ac2e-cdcad84a85b5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","QUASI-BIENNIAL OSCILLATION","QBO","","e932c1de-a7b5-4cbc-9f56-a40234334b2e"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","QUASI-BIENNIAL OSCILLATION","","","ea64fa04-2822-4cc5-9014-f18ce1a1ef23"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","SOUTHERN OSCILLATION INDEX","SOI","","cafeff8b-c583-40e3-9a43-2b2b069b1df8"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","SOUTHERN OSCILLATION INDEX","","","eaa0bc43-e283-4bf1-ba20-ca32850a66ef"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","TROPICAL/NORTHERN HEMISPHERE PATTERN","TNH","","8eac6c91-8af5-4b1b-8dc3-89cd4871915f"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","TROPICAL/NORTHERN HEMISPHERE PATTERN","","","83b711e1-3fb5-4ef3-bafb-783e8239a4b5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","WEST PACIFIC INDEX","WP","","fe25c265-296d-4671-9e66-9b752b78bb60"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","WEST PACIFIC INDEX","","","bdb6eafa-f4e1-4536-b513-4c787f829722"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TELECONNECTIONS","","","","b887d3e5-4280-43d2-a34e-0f63ac086b6a"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","HIGHER MAXIMUM DAYTIME TEMPERATURES","","","3d997f01-8987-4fb1-a32e-d88d51f0a2c4"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","HIGHER MINIMUM NIGHTIME TEMPERATURES","","","93741006-ff2a-4ec2-bbd4-ff55301fabe0"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","STRATOSPHERIC TEMPERATURE ANOMALIES","","","0eb1af15-7bd4-40c6-b8a4-666cbb61ff8c"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","TEMPERATURE TRENDS","","","ae247e59-db82-45ac-a9de-a9773ae4db40"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","TEMPERATURE VARIABILITY","","","7013bdc9-519d-42b6-827c-4b8013fbb726"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","TROPOSPHERIC TEMPERATURE ANOMALIES","","","f0e47cca-fa6e-44d0-b900-43920a3d0b91"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICATORS","","","","2dcffd8f-2b01-4c68-a4f2-c4940d2709a3"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","COMMON SENSE CLIMATE INDEX","","","c7fa79e4-67a1-45da-b393-a1b89d54a1a5"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","COOLING DEGREE DAYS","","","db0d03d7-1d08-42fb-b212-0da35b88e656"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","FREEZING INDEX","","","bc6d73a9-4943-4a3e-9f9d-9406fa54b0bc"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","GROWING DEGREE DAYS","","","6d808909-ce04-4401-a883-aff4d723d025"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","HEATING DEGREE DAYS","","","fe2bc223-e503-4ca1-924c-d3fd5876721c"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","RESIDENTIAL ENERGY DEMAND TEMPERATURE INDEX","","","f19ff7fb-fd8b-433c-88e2-afc5dd3ee7b2"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","TEMPERATURE CONCENTRATION INDEX (TCI)","","","d73be111-7aae-4a96-89c2-7b64c064893c"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","THAWING INDEX","","","1e540a87-ffd9-4277-b8f2-683a58145b87"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","TEMPERATURE INDICES","","","","e8580cbb-701a-4ab1-a40f-5fae4ae1ea24"
"EARTH SCIENCE","CLIMATE INDICATORS","ATMOSPHERIC/OCEAN INDICATORS","","","","","5273c8c2-d30b-4666-b2d5-0388ce2741d0"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","BIRTH RATE DECLINE/INCREASE","","","","379dd4c3-04d7-4f76-9bb9-83d0b8e1a2aa"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","BREEDING PRODUCTIVITY","","","","0a07badb-1382-4f63-8344-7ba063b05534"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","CANOPY TEMPERATURE VARIABILITY","","","","9a40bc0e-aece-4b4a-a87d-4869c8b903f8"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","INDICATOR SPECIES","","","","6448f172-1560-4ea7-8826-8ac85dc820f3"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","INVASIVE SPECIES","","","","93c8b32d-ab89-43e1-b58c-f1823fa7d118"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","RANGE CHANGES","","","","f5c63c23-f819-46e8-bc97-1e894424c00c"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","SPECIES MIGRATION","","","","0de668aa-cc97-482d-a0eb-cddcb1a705b6"
"EARTH SCIENCE","CLIMATE INDICATORS","BIOSPHERIC INDICATORS","","","","","76943142-e5a9-4ecf-b496-050dd3d97101"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","AVALANCHE","","","","bb8c48bc-a36e-4f7e-afda-3244b058bc9c"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","DEPTH HOAR","","","","82f49e65-c032-4f74-b5c2-a3f8058b7a71"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","FIRN LIMIT","","","","9fec9f47-c45d-4f15-8be5-d71424f33647"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","GLACIER ELEVATION/ICE SHEET ELEVATION","","","83bd640d-cd05-49a8-9ec7-aab60820b126"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","GLACIER FACIES","","","613c1fba-8710-47fb-a8e1-e4cd50bb97e1"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","GLACIER MASS BALANCE/ICE SHEET MASS BALANCE","","","6095d796-68e0-4c7d-aa4f-f2e5bd8c4916"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","GLACIER MOTION/ICE SHEET MOTION","","","4c9afaf7-4aec-440d-8084-6a482de09e7a"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","GLACIER/ICE SHEET THICKNESS","","","6a8a6fdb-c431-4d32-8cea-5849e2ee1f33"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","GLACIER/ICE SHEET TOPOGRAPHY","","","c3e4d439-bbb0-48c9-89eb-57d3a330627a"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","GLACIAL MEASUREMENTS","","","","2d79af4f-d15f-40cc-b0bf-8f5c8eb1fce5"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","ICE DEPTH/THICKNESS","","","","fadd59e2-e1d2-44f6-9e41-0589eb953198"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","ICE EDGES","","","","f4c1a555-4758-47ce-baa6-536730333833"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","ICE EXTENT","","","","50f0cf56-c119-4ac1-9a88-8eb04fa666ad"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","ICE FLOES","","","","4733ef2c-e512-451b-8079-78ff7278e35c"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","ICE GROWTH/MELT","","","","0ff2a38d-00f6-459d-ac9a-9a983bda602e"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","RIVER ICE DEPTH/EXTENT","","","","fde8a54a-8aaa-45fd-bb66-3105e4c57102"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SALINITY","","","","ee0fce70-2097-4f5b-853a-c34e6cbff929"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SEA ICE CONCENTRATION","","","","1c0ebf89-f115-4e0d-9942-8ff8289bd330"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SEA ICE ELEVATION","","","","5d5cf73b-f833-4f8d-84a1-8a3840f3b4af"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SNOW COVER","","","","8ef6560e-c699-49b4-bcb3-6db68506ca22"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SNOW DEPTH","","","","008708ac-65a4-481a-8e03-640376f42f56"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SNOW ENERGY BALANCE","","","","29f386e9-84fb-4e5d-9733-20233c63b1be"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","SNOW MELT","","","","b1be402f-336c-4f1f-8542-9807264a09a7"
"EARTH SCIENCE","CLIMATE INDICATORS","CRYOSPHERIC INDICATORS","","","","","76b8c21c-c221-4724-86ef-c07222cb152b"
"EARTH SCIENCE","CLIMATE INDICATORS","ENVIRONMENTAL VULNERABILITY INDEX (EVI)","FIJI INDEX","","","","47200796-7541-4659-acf4-32b5303bcc1f"
"EARTH SCIENCE","CLIMATE INDICATORS","ENVIRONMENTAL VULNERABILITY INDEX (EVI)","SAMOA INDEX","","","","2c1e046e-2feb-4cb7-a6dd-f3753db7b5f5"
"EARTH SCIENCE","CLIMATE INDICATORS","ENVIRONMENTAL VULNERABILITY INDEX (EVI)","TUVALU INDEX","","","","585182e9-6e5b-4ad6-96fe-065ffd31f7e8"
"EARTH SCIENCE","CLIMATE INDICATORS","ENVIRONMENTAL VULNERABILITY INDEX (EVI)","","","","","897b3d65-709c-4739-9ba6-85911295d843"
"EARTH SCIENCE","CLIMATE INDICATORS","LAND SURFACE/AGRICULTURE INDICATORS","DROUGHT INDICES","PALMER DROUGHT CROP MOISTURE INDEX","","","7e26f9e3-4c20-453d-bbc6-1970eca1ffb8"
"EARTH SCIENCE","CLIMATE INDICATORS","LAND SURFACE/AGRICULTURE INDICATORS","DROUGHT INDICES","PALMER DROUGHT SEVERITY INDEX","","","a43850a1-7b00-4993-80ff-753c2b5c4015"
"EARTH SCIENCE","CLIMATE INDICATORS","LAND SURFACE/AGRICULTURE INDICATORS","DROUGHT INDICES","PALMER HYDROLOGICAL DROUGHT INDEX","","","0365f0af-7843-4ba3-af8c-82d032c14f7e"
"EARTH SCIENCE","CLIMATE INDICATORS","LAND SURFACE/AGRICULTURE INDICATORS","DROUGHT INDICES","PALMER Z INDEX","","","0565650b-dce1-4ae8-8a7a-7ce25ac198c3"
